

** Fixed Point METHOD IMPLEMENTATION **
--------------------------------------------------
Iteration 1 | xl = 5.000000 | f(xl) = -11.500000 | xr = 0.408248 | f(xr) = 3.044022 | error =0.00    ‰ 
Iteration 19968 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19969 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19970 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19971 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19972 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19973 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19974 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19975 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19976 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19977 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19978 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19979 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19980 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19981 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19982 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19983 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19984 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19985 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19986 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19987 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19988 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19989 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19990 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19991 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19992 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19993 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19994 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19995 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19996 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19997 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19998 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19999 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20000 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20001 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20002 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20003 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20004 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20005 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20006 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20007 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20008 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20009 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20010 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20011 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20012 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20013 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20014 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20015 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20016 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20017 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20018 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20019 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20020 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20021 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20022 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20023 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20024 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20025 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20026 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20027 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20028 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20029 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20030 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20031 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20032 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20033 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20034 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20035 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20036 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20037 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20038 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20039 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20040 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20041 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20042 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20043 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20044 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20045 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20046 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20047 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20048 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20049 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20050 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20051 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20052 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20053 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20054 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20055 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20056 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20057 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20058 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20059 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20060 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20061 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20062 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20063 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20064 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20065 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20066 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20067 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20068 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20069 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20070 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20071 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20072 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20073 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20074 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20075 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20076 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20077 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20078 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20079 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20080 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20081 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20082 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20083 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20084 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20085 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20086 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20087 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20088 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20089 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20090 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20091 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20092 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20093 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20094 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20095 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20096 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20097 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20098 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20099 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20100 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20101 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20102 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20103 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20104 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20105 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20106 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20107 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20108 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20109 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20110 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20111 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20112 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20113 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20114 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20115 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20116 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20117 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20118 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20119 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20120 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20121 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20122 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20123 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20124 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20125 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20126 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20127 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20128 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20129 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20130 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20131 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20132 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20133 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20134 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20135 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20136 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20137 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20138 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20139 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20140 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20141 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20142 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20143 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20144 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20145 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20146 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20147 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20148 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20149 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20150 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20151 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20152 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20153 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20154 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20155 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20156 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20157 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20158 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20159 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20160 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20161 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20162 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20163 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20164 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20165 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20166 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20167 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20168 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20169 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20170 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20171 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20172 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20173 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 20174 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
